id,inv_date,product_code,price_per_unit,units_sold,total_sales,op_profit,op_margin,sales_method_code,market_code,retailer_code
31,2020-03-04,Prod001,60.0,1250,750000.0,375000.0,0.5,SM002,Mark001,1185732
32,2020-03-05,Prod002,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,SM002,Mark001,1185732
33,2020-03-06,Prod003,50.0,925,462500.0,161875.0,0.35,SM002,Mark001,1185732
34,2020-03-07,Prod004,50.0,900,450000.0,157500.0,0.35,SM002,Mark001,1185732
35,2020-03-08,Prod005,60.0,900,540000.0,162000.0,0.3,SM002,Mark001,1185732
36,2020-03-09,Prod006,65.0,1050,682500.0,170625.0,0.25,SM002,Mark001,1185732
37,2020-03-10,Prod001,60.0,1275,765000.0,382500.0,0.5,SM002,Mark001,1185732
38,2020-03-11,Prod002,55.00000000000001,1025,563750.0000000001,169125.00000000003,0.3,SM002,Mark001,1185732
39,2020-03-12,Prod003,50.0,950,475000.0,166250.0,0.35,SM002,Mark001,1185732
40,2020-03-13,Prod004,50.0,900,450000.0,157500.0,0.35,SM002,Mark001,1185732
41,2020-03-14,Prod005,60.0,925,555000.0,166500.0,0.3,SM002,Mark001,1185732
42,2020-03-15,Prod006,65.0,1100,715000.0,178750.0,0.25,SM002,Mark001,1185732
43,2020-03-16,Prod001,60.0,1250,750000.0,375000.0,0.5,SM002,Mark001,1185732
44,2020-03-17,Prod002,55.00000000000001,1025,563750.0000000001,169125.00000000003,0.3,SM002,Mark001,1185732
45,2020-03-18,Prod003,50.0,950,475000.0,166250.0,0.35,SM002,Mark001,1185732
46,2020-03-31,Prod004,50.0,925,462500.0,161875.0,0.35,SM002,Mark001,1185732
47,2020-04-17,Prod005,60.0,900,540000.0,162000.0,0.3,SM002,Mark001,1197831
48,2020-04-18,Prod006,65.0,1075,698750.0,174687.5,0.25,SM002,Mark001,1197831
49,2020-04-19,Prod001,60.0,1200,720000.0,360000.0,0.5,SM002,Mark001,1197831
50,2020-04-20,Prod002,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,SM002,Mark001,1197831
51,2020-04-21,Prod003,50.0,925,462500.0,161875.0,0.35,SM002,Mark001,1197831
52,2020-04-22,Prod004,50.0,900,450000.0,157500.0,0.35,SM002,Mark001,1197831
53,2020-04-23,Prod005,60.0,900,540000.0,162000.0,0.3,SM002,Mark001,1197831
54,2020-04-24,Prod006,65.0,1000,650000.0,162500.0,0.25,SM002,Mark001,1197831
55,2020-04-25,Prod005,65.0,875,568750.0,170625.0,0.3,SM002,Mark001,1197831
56,2020-04-26,Prod006,70.0,1000,700000.0,175000.0,0.25,SM002,Mark001,1197831
57,2020-04-27,Prod001,65.0,1150,747500.0,373750.0,0.5,SM002,Mark001,1197831
58,2020-04-28,Prod002,55.00000000000001,975,536250.0000000001,160875.00000000003,0.3,SM002,Mark001,1197831
59,2020-04-29,Prod003,55.00000000000001,920,506000.00000000006,177100.0,0.35,SM002,Mark001,1197831
60,2020-04-30,Prod004,55.00000000000001,900,495000.00000000006,173250.0,0.35,SM002,Mark001,1197831
61,2020-05-01,Prod005,65.0,875,568750.0,170625.0,0.3,SM002,Mark001,1197831
62,2020-05-02,Prod006,70.0,975,682500.0,170625.0,0.25,SM002,Mark001,1197831
63,2020-05-03,Prod001,65.0,1200,780000.0,390000.0,0.5,SM002,Mark001,1197831
64,2020-05-04,Prod002,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,SM002,Mark001,1197831
65,2020-05-05,Prod003,55.00000000000001,950,522500.00000000006,182875.0,0.35,SM002,Mark001,1197831
66,2020-05-06,Prod004,55.00000000000001,900,495000.00000000006,173250.0,0.35,SM002,Mark001,1197831
67,2020-05-07,Prod005,65.0,900,585000.0,175500.0,0.3,SM002,Mark001,1197831
68,2020-07-18,Prod006,70.0,1000,700000.0,175000.0,0.25,SM002,Mark001,1197831
69,2020-07-19,Prod001,25.0,900,225000.0,78750.0,0.35,SM002,Mark001,1128299
70,2020-07-20,Prod002,35.0,900,315000.0,110250.0,0.35,SM002,Mark001,1128299
71,2020-07-21,Prod003,35.0,700,245000.0,85750.0,0.35,SM002,Mark001,1128299
72,2020-07-22,Prod004,35.0,700,245000.0,110250.0,0.45,SM002,Mark001,1128299
73,2020-07-23,Prod005,40.0,550,220000.0,66000.0,0.3,SM002,Mark002,1128299
74,2020-07-24,Prod006,35.0,700,245000.0,122500.0,0.5,SM002,Mark002,1128299
75,2020-07-25,Prod001,25.0,850,212500.0,74375.0,0.35,SM002,Mark002,1128299
76,2020-07-26,Prod002,35.0,850,297500.0,104125.0,0.35,SM002,Mark002,1128299
77,2020-07-27,Prod003,35.0,675,236250.0,82687.5,0.35,SM002,Mark002,1128299
78,2020-07-28,Prod004,35.0,625,218750.0,98437.5,0.45,SM002,Mark002,1128299
79,2020-07-29,Prod005,40.0,500,200000.0,60000.0,0.3,SM002,Mark002,1128299
80,2020-07-30,Prod006,35.0,700,245000.0,122500.0,0.5,SM002,Mark002,1128299
81,2020-07-31,Prod001,30.0,875,262500.0,91875.0,0.35,SM002,Mark002,1128299
82,2020-08-01,Prod002,40.0,875,350000.0,122499.99999999999,0.35,SM002,Mark002,1128299
83,2020-08-02,Prod003,35.0,700,245000.0,85750.0,0.35,SM002,Mark002,1128299
84,2020-08-03,Prod004,40.0,600,240000.0,108000.0,0.45,SM002,Mark002,1128299
85,2020-08-04,Prod005,45.0,500,225000.0,67500.0,0.3,SM002,Mark002,1128299
86,2020-08-05,Prod006,40.0,650,260000.0,130000.0,0.5,SM002,Mark002,1128299
87,2020-08-06,Prod001,30.0,900,270000.0,94500.0,0.35,SM002,Mark002,1128299
88,2020-08-07,Prod002,40.0,900,360000.0,125999.99999999999,0.35,SM002,Mark002,1128299
89,2020-08-08,Prod003,35.0,725,253750.0,88812.5,0.35,SM002,Mark002,1128299
90,2020-08-09,Prod004,40.0,625,250000.0,112500.0,0.45,SM002,Mark002,1128299
91,2020-08-10,Prod005,45.0,525,236250.0,70875.0,0.3,SM002,Mark002,1197831
92,2020-08-11,Prod006,40.0,800,320000.0,160000.0,0.5,SM002,Mark002,1197831
93,2020-08-12,Prod001,30.0,925,277500.0,97125.0,0.35,SM002,Mark002,1197831
94,2020-08-13,Prod002,40.0,925,370000.0,129499.99999999999,0.35,SM002,Mark002,1197831
95,2020-08-14,Prod003,35.0,775,271250.0,94937.5,0.35,SM002,Mark002,1197831
96,2020-08-15,Prod004,40.0,700,280000.0,126000.0,0.45,SM002,Mark002,1197831
97,2020-08-16,Prod005,45.0,600,270000.0,81000.0,0.3,SM002,Mark002,1197831
98,2020-08-17,Prod006,40.0,950,380000.0,190000.0,0.5,SM002,Mark002,1197831
99,2020-08-18,Prod001,40.0,950,380000.0,133000.0,0.35,SM002,Mark002,1197831
100,2020-08-19,Prod002,45.0,950,427500.0,149625.0,0.35,SM002,Mark002,1197831
101,2020-08-20,Prod003,40.0,800,320000.0,112000.0,0.35,SM002,Mark002,1197831
102,2020-08-21,Prod004,40.0,750,300000.0,135000.0,0.45,SM002,Mark002,1197831
103,2020-08-22,Prod005,45.0,650,292500.0,87750.0,0.3,SM002,Mark002,1197831
104,2020-08-23,Prod006,50.0,1000,500000.0,250000.0,0.5,SM002,Mark002,1197831
105,2020-08-24,Prod001,40.0,950,380000.0,133000.0,0.35,SM002,Mark002,1197831
106,2020-08-25,Prod002,45.0,950,427500.0,149625.0,0.35,SM002,Mark002,1197831
107,2020-08-26,Prod003,40.0,1100,440000.0,154000.0,0.35,SM002,Mark002,1197831
108,2020-08-27,Prod004,40.0,700,280000.0,126000.0,0.45,SM002,Mark002,1197831
109,2020-08-28,Prod005,45.0,700,315000.0,94500.0,0.3,SM002,Mark002,1197831
110,2020-08-29,Prod006,50.0,975,487500.0,243750.0,0.5,SM002,Mark002,1197831
111,2020-08-30,Prod001,40.0,925,370000.0,129499.99999999999,0.35,SM002,Mark002,1197831
112,2020-08-31,Prod002,45.0,925,416250.0,145687.5,0.35,SM002,Mark002,1197831
113,2020-09-01,Prod003,40.0,1100,440000.0,154000.0,0.35,SM002,Mark002,1197831
114,2020-09-02,Prod004,40.0,650,260000.0,117000.0,0.45,SM002,Mark002,1197831
115,2020-09-03,Prod005,45.0,650,292500.0,87750.0,0.3,SM002,Mark002,1197831
116,2020-09-04,Prod006,50.0,900,450000.0,225000.0,0.5,SM002,Mark002,1197831
117,2020-09-05,Prod001,45.0,850,382500.0,133875.0,0.35,SM002,Mark002,1197831
118,2020-09-06,Prod002,45.0,850,382500.0,133875.0,0.35,SM002,Mark002,1197831
119,2020-09-07,Prod003,50.0,900,450000.0,157500.0,0.35,SM002,Mark002,1197831
120,2020-09-08,Prod004,50.0,625,312500.0,140625.0,0.45,SM002,Mark002,1197831
121,2020-09-09,Prod005,45.0,625,281250.0,84375.0,0.3,SM002,Mark002,1197831
122,2020-09-10,Prod006,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,SM002,Mark002,1197831
123,2020-09-11,Prod001,45.0,800,360000.0,125999.99999999999,0.35,SM002,Mark002,1197831
124,2020-09-12,Prod002,45.0,800,360000.0,125999.99999999999,0.35,SM002,Mark002,1197831
125,2020-09-13,Prod003,50.0,750,375000.0,131250.0,0.35,SM002,Mark002,1197831
126,2020-09-14,Prod004,50.0,600,300000.0,135000.0,0.45,SM002,Mark002,1197831
127,2020-09-15,Prod005,45.0,575,258750.0,77625.0,0.3,SM002,Mark002,1197831
128,2020-09-16,Prod006,55.00000000000001,750,412500.00000000006,206250.00000000003,0.5,SM002,Mark002,1197831
129,2020-10-20,Prod001,45.0,900,405000.0,141750.0,0.35,SM002,Mark002,1197831
130,2020-10-21,Prod002,45.0,900,405000.0,141750.0,0.35,SM002,Mark002,1197831
131,2020-10-22,Prod003,50.0,825,412500.0,144375.0,0.35,SM002,Mark002,1197831
132,2020-10-23,Prod004,50.0,675,337500.0,151875.0,0.45,SM002,Mark002,1197831
133,2020-10-24,Prod005,45.0,650,292500.0,87750.0,0.3,SM002,Mark002,1197831
134,2020-10-25,Prod006,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,SM002,Mark002,1197831
135,2020-10-26,Prod001,45.0,950,427500.0,149625.0,0.35,SM002,Mark002,1197831
136,2020-10-27,Prod002,45.0,950,427500.0,149625.0,0.35,SM002,Mark002,1197831
137,2020-10-28,Prod003,50.0,850,425000.0,148750.0,0.35,SM002,Mark002,1197831
138,2020-10-29,Prod004,50.0,700,350000.0,157500.0,0.45,SM002,Mark002,1197831
139,2020-10-30,Prod005,45.0,650,292500.0,87750.0,0.3,SM002,Mark002,1197831
140,2020-10-31,Prod006,55.00000000000001,900,495000.00000000006,247500.00000000003,0.5,SM002,Mark002,1197831
141,2020-11-01,Prod001,40.0,775,310000.0,108500.00000000001,0.35000000000000003,SM002,Mark002,1189833
142,2020-11-02,Prod002,50.0,775,387500.0,77500.0,0.2,SM002,Mark002,1189833
143,2020-11-03,Prod003,50.0,775,387500.0,135625.0,0.35000000000000003,SM002,Mark002,1189833
144,2020-11-04,Prod004,50.0,625,312500.0,93750.0,0.3,SM002,Mark002,1189833
145,2020-11-05,Prod005,55.00000000000001,575,316250.00000000006,158125.00000000003,0.5,SM002,Mark003,1189833
146,2020-11-06,Prod006,50.0,775,387500.0,58125.00000000001,0.15000000000000002,SM002,Mark003,1189833
147,2020-11-07,Prod001,40.0,825,330000.0,115500.00000000001,0.35000000000000003,SM002,Mark003,1189833
148,2020-11-08,Prod002,50.0,725,362500.0,72500.0,0.2,SM002,Mark003,1189833
149,2020-11-09,Prod003,50.0,725,362500.0,126875.00000000001,0.35000000000000003,SM002,Mark003,1189833
150,2020-11-10,Prod004,50.0,575,287500.0,86250.0,0.3,SM002,Mark003,1189833
151,2020-11-11,Prod005,55.00000000000001,500,275000.00000000006,137500.00000000003,0.5,SM002,Mark003,1189833
152,2020-11-12,Prod006,50.0,700,350000.0,52500.00000000001,0.15000000000000002,SM002,Mark003,1189833
153,2020-11-13,Prod001,50.0,850,425000.0,148750.0,0.35000000000000003,SM002,Mark003,1189833
154,2020-11-14,Prod002,60.0,700,420000.0,84000.0,0.2,SM002,Mark003,1189833
155,2020-11-15,Prod003,60.0,700,420000.0,147000.0,0.35000000000000003,SM002,Mark003,1189833
156,2020-12-22,Prod004,60.0,600,360000.0,108000.0,0.3,SM002,Mark003,1189833
157,2020-12-23,Prod005,65.0,500,325000.0,162500.0,0.5,SM002,Mark003,1189833
158,2020-12-24,Prod006,60.0,700,420000.0,63000.00000000001,0.15000000000000002,SM002,Mark003,1189833
159,2020-12-25,Prod001,60.0,875,525000.0,183750.00000000003,0.35000000000000003,SM002,Mark003,1189833
160,2020-12-26,Prod002,65.0,675,438750.0,87750.0,0.2,SM002,Mark003,1189833
161,2020-12-27,Prod003,65.0,725,471250.0,164937.50000000003,0.35000000000000003,SM002,Mark003,1189833
162,2020-12-28,Prod004,60.0,625,375000.0,112500.0,0.3,SM002,Mark003,1189833
163,2020-12-29,Prod005,65.0,525,341250.0,170625.0,0.5,SM002,Mark003,1189833
164,2020-12-30,Prod006,80.0,700,560000.0,84000.00000000001,0.15000000000000002,SM002,Mark003,1189833
165,2020-12-31,Prod001,60.0,900,540000.0,216000.0,0.4,SM002,Mark003,1189833
166,2021-01-01,Prod002,65.0,750,487500.0,121875.0,0.25,SM002,Mark003,1189833
167,2021-01-02,Prod003,65.0,750,487500.0,195000.0,0.4,SM002,Mark003,1189833
168,2021-01-03,Prod004,60.0,650,390000.0,136500.0,0.35,SM002,Mark003,1189833
169,2021-01-04,Prod005,65.0,550,357500.0,196625.00000000003,0.55,SM002,Mark003,1189833
170,2021-01-05,Prod006,80.0,725,580000.0,116000.0,0.2,SM002,Mark003,1189833
171,2021-01-06,Prod001,60.0,975,585000.0,234000.0,0.4,SM002,Mark003,1189833
172,2021-01-07,Prod002,65.0,825,536250.0,134062.5,0.25,SM002,Mark003,1189833
173,2021-01-08,Prod003,65.0,825,536250.0,214500.0,0.4,SM002,Mark003,1189833
174,2021-01-09,Prod004,60.0,700,420000.0,147000.0,0.35,SM002,Mark003,1189833
175,2021-01-10,Prod005,65.0,575,373750.0,205562.50000000003,0.55,SM002,Mark003,1189833
176,2021-01-11,Prod006,80.0,875,700000.0,140000.0,0.2,SM002,Mark003,1189833
177,2021-01-12,Prod001,60.0,1025,615000.0,215250.00000000003,0.35000000000000003,SM002,Mark003,1189833
178,2021-01-13,Prod002,65.0,875,568750.0,113750.0,0.2,SM002,Mark003,1189833
179,2021-01-14,Prod003,65.0,825,536250.0,187687.50000000003,0.35000000000000003,SM002,Mark003,1189833
180,2021-01-15,Prod004,60.0,725,435000.0,130500.0,0.3,SM002,Mark003,1189833
181,2021-01-16,Prod005,65.0,775,503750.0,251875.0,0.5,SM002,Mark003,1189833
182,2021-01-17,Prod006,80.0,775,620000.0,93000.00000000001,0.15000000000000002,SM002,Mark003,1189833
183,2021-01-18,Prod001,65.0,975,633750.0,221812.50000000003,0.35000000000000003,SM002,Mark003,1189833
184,2021-01-19,Prod002,70.0,925,647500.0,129500.0,0.2,SM002,Mark003,1189833
185,2021-01-20,Prod003,65.0,800,520000.0,182000.00000000003,0.35000000000000003,SM002,Mark003,1189833
186,2021-01-21,Prod004,65.0,750,487500.0,146250.0,0.3,SM002,Mark003,1189833
187,2021-01-22,Prod005,75.0,750,562500.0,281250.0,0.5,SM002,Mark003,1189833
188,2021-01-23,Prod006,80.0,725,580000.0,87000.00000000001,0.15000000000000002,SM002,Mark003,1189833
189,2021-01-24,Prod001,55.00000000000001,925,508750.00000000006,152625.00000000003,0.30000000000000004,SM002,Mark003,1189833
190,2021-01-25,Prod002,60.00000000000001,925,555000.0000000001,83250.00000000001,0.15,SM002,Mark003,1189833
191,2021-01-26,Prod003,55.00000000000001,775,426250.00000000006,127875.00000000004,0.30000000000000004,SM002,Mark003,1189833
192,2021-01-27,Prod004,55.00000000000001,725,398750.00000000006,99687.5,0.24999999999999997,SM002,Mark003,1189833
193,2021-01-28,Prod005,65.0,725,471250.0,212062.50000000003,0.45000000000000007,SM002,Mark003,1189833
194,2021-01-29,Prod006,70.0,775,542500.0,54250.0,0.1,SM002,Mark003,1189833
195,2021-01-30,Prod001,55.00000000000001,875,481250.00000000006,144375.00000000003,0.30000000000000004,SM002,Mark003,1189833
196,2021-01-31,Prod002,60.00000000000001,875,525000.0000000001,78750.00000000001,0.15,SM002,Mark003,1189833
197,2021-02-01,Prod003,55.00000000000001,700,385000.00000000006,115500.00000000003,0.30000000000000004,SM002,Mark003,1189833
198,2021-02-02,Prod004,55.00000000000001,675,371250.00000000006,92812.5,0.24999999999999997,SM002,Mark003,1189833
199,2021-02-03,Prod005,65.0,650,422500.0,190125.00000000003,0.45000000000000007,SM002,Mark003,1189833
200,2021-02-04,Prod006,70.0,700,490000.0,49000.0,0.1,SM002,Mark003,1189833
201,2021-02-05,Prod001,55.00000000000001,875,481250.00000000006,144375.00000000003,0.30000000000000004,SM002,Mark003,1189833
202,2021-02-06,Prod002,60.00000000000001,875,525000.0000000001,78750.00000000001,0.15,SM002,Mark003,1189833
203,2021-02-07,Prod003,55.00000000000001,725,398750.00000000006,119625.00000000003,0.30000000000000004,SM002,Mark003,1189833
204,2021-02-08,Prod004,55.00000000000001,700,385000.00000000006,96250.0,0.24999999999999997,SM002,Mark003,1189833
205,2021-02-09,Prod005,65.0,650,422500.0,190125.00000000003,0.45000000000000007,SM002,Mark003,1189833
206,2021-02-10,Prod006,70.0,775,542500.0,54250.0,0.1,SM002,Mark003,1189833
207,2021-02-11,Prod001,55.00000000000001,975,536250.0000000001,160875.00000000006,0.30000000000000004,SM002,Mark003,1189833
208,2021-02-12,Prod002,60.00000000000001,975,585000.0000000001,87750.00000000001,0.15,SM002,Mark003,1189833
209,2021-02-13,Prod003,55.00000000000001,775,426250.00000000006,127875.00000000004,0.30000000000000004,SM002,Mark003,1189833
210,2021-02-14,Prod004,55.00000000000001,775,426250.00000000006,106562.5,0.24999999999999997,SM002,Mark003,1189833
211,2021-02-15,Prod005,65.0,700,455000.0,204750.00000000003,0.45000000000000007,SM002,Mark003,1189833
212,2021-02-16,Prod006,70.0,800,560000.0,56000.0,0.1,SM002,Mark003,1189833
213,2021-02-17,Prod001,35.0,700,245000.0,98000.0,0.4,SM002,Mark003,1197832
214,2021-02-18,Prod002,45.0,700,315000.0,78750.0,0.25,SM002,Mark003,1197832
215,2021-03-09,Prod003,45.0,700,315000.0,126000.0,0.4,SM002,Mark003,1197832
216,2021-03-10,Prod004,45.0,550,247500.0,86625.0,0.35,SM002,Mark003,1197832
217,2021-03-11,Prod005,50.0,500,250000.0,137500.0,0.55,SM002,Mark004,1197832
218,2021-03-12,Prod006,45.0,700,315000.0,63000.0,0.2,SM002,Mark004,1197832
219,2021-03-13,Prod001,35.0,750,262500.0,105000.0,0.4,SM002,Mark004,1197832
220,2021-03-14,Prod002,45.0,650,292500.0,73125.0,0.25,SM002,Mark004,1197832
221,2021-03-15,Prod003,45.0,675,303750.0,121500.0,0.4,SM002,Mark004,1197832
222,2021-03-16,Prod004,45.0,525,236250.0,82687.5,0.35,SM002,Mark004,1197832
223,2021-03-17,Prod005,50.0,450,225000.0,123750.00000000001,0.55,SM002,Mark004,1197832
224,2021-03-18,Prod006,45.0,650,292500.0,58500.0,0.2,SM002,Mark004,1197832
225,2021-03-19,Prod001,35.0,800,280000.0,112000.0,0.4,SM002,Mark004,1197832
226,2021-03-20,Prod002,45.0,650,292500.0,73125.0,0.25,SM002,Mark004,1197832
227,2021-03-21,Prod003,45.0,650,292500.0,117000.0,0.4,SM002,Mark004,1197832
228,2021-03-22,Prod004,45.0,550,247500.0,86625.0,0.35,SM002,Mark004,1197832
229,2021-03-23,Prod005,50.0,425,212500.0,116875.00000000001,0.55,SM002,Mark004,1197832
230,2021-04-06,Prod006,45.0,625,281250.0,56250.0,0.2,SM002,Mark004,1197832
231,2021-04-07,Prod001,45.0,800,360000.0,144000.0,0.4,SM002,Mark004,1197832
232,2021-04-08,Prod002,50.0,600,300000.0,75000.0,0.25,SM002,Mark004,1197832
233,2021-04-09,Prod003,50.0,625,312500.0,125000.0,0.4,SM002,Mark004,1197832
234,2021-04-10,Prod004,45.0,525,236250.0,82687.5,0.35,SM002,Mark004,1197832
235,2021-04-11,Prod005,50.0,425,212500.0,116875.00000000001,0.55,SM002,Mark004,1197832
236,2021-04-12,Prod006,65.0,600,390000.0,78000.0,0.2,SM002,Mark004,1197832
237,2021-04-13,Prod001,45.0,800,360000.0,144000.0,0.4,SM002,Mark004,1197832
238,2021-04-14,Prod002,50.0,650,325000.0,81250.0,0.25,SM002,Mark004,1197832
239,2021-04-15,Prod003,50.0,650,325000.0,130000.0,0.4,SM002,Mark004,1197832
240,2021-04-16,Prod004,45.0,550,247500.0,86625.0,0.35,SM002,Mark004,1197832
241,2021-04-17,Prod005,50.0,450,225000.0,123750.00000000001,0.55,SM002,Mark004,1197832
242,2021-04-18,Prod006,65.0,625,406250.0,81250.0,0.2,SM002,Mark004,1197832
243,2021-04-19,Prod001,45.0,900,405000.0,162000.0,0.4,SM002,Mark004,1197832
244,2021-04-20,Prod002,50.0,750,375000.0,93750.0,0.25,SM002,Mark004,1197832
245,2021-04-21,Prod003,50.0,750,375000.0,150000.0,0.4,SM002,Mark004,1197832
246,2021-04-22,Prod004,45.0,625,281250.0,98437.5,0.35,SM002,Mark004,1197832
247,2021-04-23,Prod005,50.0,500,250000.0,137500.0,0.55,SM002,Mark004,1197832
248,2021-04-24,Prod006,65.0,800,520000.0,104000.0,0.2,SM002,Mark004,1197832
249,2021-04-25,Prod001,45.0,950,427500.0,171000.0,0.4,SM002,Mark004,1197832
250,2021-04-26,Prod002,50.0,800,400000.0,100000.0,0.25,SM002,Mark004,1197832
251,2021-04-27,Prod003,50.0,750,375000.0,150000.0,0.4,SM002,Mark004,1197832
252,2021-04-28,Prod004,45.0,650,292500.0,102375.0,0.35,SM002,Mark004,1197832
253,2021-04-29,Prod005,50.0,700,350000.0,192500.00000000003,0.55,SM002,Mark004,1197832
254,2021-04-30,Prod006,65.0,700,455000.0,91000.0,0.2,SM002,Mark004,1197832
255,2021-05-01,Prod001,50.0,900,450000.0,180000.0,0.4,SM002,Mark004,1197832
256,2021-05-02,Prod002,55.00000000000001,850,467500.00000000006,116875.00000000001,0.25,SM002,Mark004,1197832
257,2021-05-03,Prod003,50.0,725,362500.0,145000.0,0.4,SM002,Mark004,1197832
258,2021-05-04,Prod004,50.0,675,337500.0,118124.99999999999,0.35,SM002,Mark004,1197832
259,2021-05-05,Prod005,60.0,675,405000.0,222750.00000000003,0.55,SM002,Mark004,1197832
260,2021-05-06,Prod006,65.0,650,422500.0,84500.0,0.2,SM002,Mark004,1197832
261,2021-05-07,Prod001,50.0,850,425000.0,170000.0,0.4,SM002,Mark004,1197832
262,2021-05-08,Prod002,55.00000000000001,850,467500.00000000006,116875.00000000001,0.25,SM002,Mark004,1197832
263,2021-05-09,Prod003,50.0,700,350000.0,140000.0,0.4,SM002,Mark004,1197832
264,2021-05-10,Prod004,50.0,650,325000.0,113750.0,0.35,SM002,Mark004,1197832
265,2021-05-11,Prod005,60.0,650,390000.0,214500.00000000003,0.55,SM002,Mark004,1197832
266,2021-05-12,Prod006,65.0,700,455000.0,91000.0,0.2,SM002,Mark004,1197832
267,2021-05-13,Prod001,50.0,800,400000.0,160000.0,0.4,SM002,Mark004,1197832
268,2021-05-14,Prod002,55.00000000000001,800,440000.00000000006,110000.00000000001,0.25,SM002,Mark004,1197832
269,2021-05-15,Prod003,50.0,650,325000.0,130000.0,0.4,SM002,Mark004,1197832
270,2021-05-16,Prod004,50.0,625,312500.0,109375.0,0.35,SM002,Mark004,1197832
271,2021-05-17,Prod005,60.0,600,360000.0,198000.00000000003,0.55,SM002,Mark004,1197832
272,2021-05-18,Prod006,65.0,650,422500.0,84500.0,0.2,SM002,Mark004,1197832
273,2021-05-19,Prod001,50.0,825,412500.0,165000.0,0.4,SM002,Mark004,1197832
274,2021-05-20,Prod002,55.00000000000001,825,453750.00000000006,113437.50000000001,0.25,SM002,Mark004,1197832
275,2021-05-21,Prod003,50.0,675,337500.0,135000.0,0.4,SM002,Mark004,1197832
276,2021-05-22,Prod004,50.0,650,325000.0,113750.0,0.35,SM002,Mark004,1197832
277,2021-05-23,Prod005,60.0,600,360000.0,198000.00000000003,0.55,SM002,Mark004,1197832
278,2021-05-24,Prod006,65.0,700,455000.0,91000.0,0.2,SM002,Mark004,1197832
279,2021-05-25,Prod001,50.0,900,450000.0,180000.0,0.4,SM002,Mark004,1197832
280,2021-05-26,Prod002,55.00000000000001,900,495000.00000000006,123750.00000000001,0.25,SM002,Mark004,1197832
281,2021-05-27,Prod003,50.0,700,350000.0,140000.0,0.4,SM002,Mark004,1197832
