id,inv_date,year,month,day_of_week,day_name,id,inv_date,product_code,price_per_unit,units_sold,total_sales,op_profit,op_margin,sales_method_code,market_code,retailer_code
4,2020-01-04,2020,1,5,Saturday,8207,2020-01-04,Prod003,36,140,5040,2368.8,0.47,SM002,Mark007,1189833
4,2020-01-04,2020,1,5,Saturday,4391,2020-01-04,Prod003,41,117,4797,2590.38,0.54,SM003,Mark007,1189833
4,2020-01-04,2020,1,5,Saturday,503,2020-01-04,Prod003,45,450,202500,81000,0.4,SM002,Mark007,1189833
4,2020-01-04,2020,1,5,Saturday,7780,2020-01-04,Prod004,36,281,10116,3742.92,0.37,SM002,Mark001,1185732
4,2020-01-04,2020,1,5,Saturday,3892,2020-01-04,Prod004,41,247,10127,4658.42,0.46,SM003,Mark001,1185732
4,2020-01-04,2020,1,5,Saturday,4,2020-01-04,Prod004,45,850,382500,133875,0.35,SM001,Mark001,1185732
5,2020-01-05,2020,1,6,Sunday,8208,2020-01-05,Prod004,34,90,3060,1254.6,0.41,SM002,Mark007,1189833
5,2020-01-05,2020,1,6,Sunday,4392,2020-01-05,Prod004,43,87,3741,1870.5,0.5,SM003,Mark007,1189833
5,2020-01-05,2020,1,6,Sunday,504,2020-01-05,Prod004,45,300,135000,47250,0.35,SM002,Mark007,1189833
5,2020-01-05,2020,1,6,Sunday,7781,2020-01-05,Prod005,43,306,13158,4868.46,0.37,SM002,Mark001,1185732
5,2020-01-05,2020,1,6,Sunday,3893,2020-01-05,Prod005,55,234,12870,5148,0.4,SM003,Mark001,1185732
5,2020-01-05,2020,1,6,Sunday,5,2020-01-05,Prod005,60,900,540000,162000,0.3,SM001,Mark001,1185732
6,2020-01-06,2020,1,0,Monday,8209,2020-01-06,Prod005,37,80,2960,1687.2,0.57,SM002,Mark008,1189833
6,2020-01-06,2020,1,0,Monday,4393,2020-01-06,Prod005,47,70,3290,2138.5,0.65,SM003,Mark008,1189833
6,2020-01-06,2020,1,0,Monday,505,2020-01-06,Prod005,50,250,125000,68750,0.55,SM002,Mark008,1189833
6,2020-01-06,2020,1,0,Monday,7782,2020-01-06,Prod006,38,330,12540,4012.8,0.32,SM002,Mark001,1185732
6,2020-01-06,2020,1,0,Monday,3894,2020-01-06,Prod006,46,260,11960,4425.2,0.37,SM003,Mark001,1185732
6,2020-01-06,2020,1,0,Monday,6,2020-01-06,Prod006,50,1000,500000,125000,0.25,SM001,Mark001,1185732
7,2020-01-07,2020,1,1,Tuesday,7783,2020-01-07,Prod001,33,388,12804,6658.08,0.52,SM002,Mark001,1185732
7,2020-01-07,2020,1,1,Tuesday,3895,2020-01-07,Prod001,46,313,14398,8926.76,0.62,SM003,Mark001,1185732
7,2020-01-07,2020,1,1,Tuesday,7,2020-01-07,Prod001,50,1250,625000,312500,0.5,SM001,Mark001,1185732
7,2020-01-07,2020,1,1,Tuesday,8210,2020-01-07,Prod006,36,166,5976,1434.24,0.24,SM002,Mark008,1189833
7,2020-01-07,2020,1,1,Tuesday,4394,2020-01-07,Prod006,41,128,5248,1574.4,0.3,SM003,Mark008,1189833
7,2020-01-07,2020,1,1,Tuesday,506,2020-01-07,Prod006,45,475,213750,42750,0.2,SM002,Mark008,1189833
8,2020-01-08,2020,1,2,Wednesday,8211,2020-01-08,Prod001,27,173,4671,2008.53,0.43,SM002,Mark008,1189833
8,2020-01-08,2020,1,2,Wednesday,4395,2020-01-08,Prod001,34,158,5372,2686,0.5,SM003,Mark008,1189833
8,2020-01-08,2020,1,2,Wednesday,507,2020-01-08,Prod001,35,525,183750,73500,0.4,SM002,Mark008,1189833
8,2020-01-08,2020,1,2,Wednesday,7784,2020-01-08,Prod002,39,315,12285,4054.05,0.33,SM002,Mark001,1185732
8,2020-01-08,2020,1,2,Wednesday,3896,2020-01-08,Prod002,46,261,12006,5282.64,0.44,SM003,Mark001,1185732
8,2020-01-08,2020,1,2,Wednesday,8,2020-01-08,Prod002,50,900,450000,135000,0.3,SM002,Mark001,1185732
9,2020-01-21,2020,1,1,Tuesday,8224,2020-01-21,Prod002,46,116,5336,1547.44,0.29,SM002,Mark008,1189833
9,2020-01-21,2020,1,1,Tuesday,4408,2020-01-21,Prod002,62,102,6324,2403.12,0.38,SM003,Mark008,1189833
9,2020-01-21,2020,1,1,Tuesday,520,2020-01-21,Prod002,65,350,227500,56875,0.25,SM002,Mark008,1189833
9,2020-01-21,2020,1,1,Tuesday,7785,2020-01-21,Prod003,32,323,10336,3927.68,0.38,SM002,Mark001,1185732
9,2020-01-21,2020,1,1,Tuesday,3897,2020-01-21,Prod003,36,276,9936,4669.92,0.47,SM003,Mark001,1185732
9,2020-01-21,2020,1,1,Tuesday,9,2020-01-21,Prod003,40,950,380000,133000,0.35,SM002,Mark001,1185732
10,2020-01-22,2020,1,2,Wednesday,8225,2020-01-22,Prod003,47,120,5640,2538,0.45,SM002,Mark008,1189833
10,2020-01-22,2020,1,2,Wednesday,4409,2020-01-22,Prod003,61,120,7320,3879.6,0.53,SM003,Mark008,1189833
10,2020-01-22,2020,1,2,Wednesday,521,2020-01-22,Prod003,65,400,260000,104000,0.4,SM002,Mark008,1189833
10,2020-01-22,2020,1,2,Wednesday,7786,2020-01-22,Prod004,32,248,7936,3015.68,0.38,SM002,Mark001,1185732
10,2020-01-22,2020,1,2,Wednesday,3898,2020-01-22,Prod004,44,206,9064,4441.36,0.49,SM003,Mark001,1185732
10,2020-01-22,2020,1,2,Wednesday,10,2020-01-22,Prod004,45,825,371250,129937.5,0.35,SM002,Mark001,1185732
11,2020-01-23,2020,1,3,Thursday,8226,2020-01-23,Prod004,40,90,3600,1476,0.41,SM002,Mark008,1189833
11,2020-01-23,2020,1,3,Thursday,4410,2020-01-23,Prod004,59,75,4425,2035.5,0.46,SM003,Mark008,1189833
11,2020-01-23,2020,1,3,Thursday,522,2020-01-23,Prod004,60,300,180000,63000.0,0.35,SM002,Mark008,1189833
11,2020-01-23,2020,1,3,Thursday,7787,2020-01-23,Prod005,43,306,13158,4605.3,0.35,SM002,Mark001,1185732
11,2020-01-23,2020,1,3,Thursday,3899,2020-01-23,Prod005,58,243,14094,6060.42,0.43,SM003,Mark001,1185732
11,2020-01-23,2020,1,3,Thursday,11,2020-01-23,Prod005,60,900,540000,162000,0.3,SM002,Mark001,1185732
12,2020-01-24,2020,1,4,Friday,8227,2020-01-24,Prod005,47,62,2914,1777.54,0.61,SM002,Mark008,1189833
12,2020-01-24,2020,1,4,Friday,4411,2020-01-24,Prod005,63,52,3276,2162.16,0.66,SM003,Mark008,1189833
12,2020-01-24,2020,1,4,Friday,523,2020-01-24,Prod005,65,200,130000,71500,0.55,SM002,Mark008,1189833
12,2020-01-24,2020,1,4,Friday,7788,2020-01-24,Prod006,36,350,12600,3654.0,0.29,SM002,Mark001,1185732
12,2020-01-24,2020,1,4,Friday,3900,2020-01-24,Prod006,48,290,13920,5289.6,0.38,SM003,Mark001,1185732
12,2020-01-24,2020,1,4,Friday,12,2020-01-24,Prod006,50,1000,500000,125000,0.25,SM002,Mark001,1185732
13,2020-01-25,2020,1,5,Saturday,7789,2020-01-25,Prod001,40,390,15600,8112,0.52,SM002,Mark001,1185732
13,2020-01-25,2020,1,5,Saturday,3901,2020-01-25,Prod001,46,354,16284,10258.92,0.63,SM003,Mark001,1185732
13,2020-01-25,2020,1,5,Saturday,13,2020-01-25,Prod001,50,1220,610000,305000,0.5,SM002,Mark001,1185732
13,2020-01-25,2020,1,5,Saturday,8228,2020-01-25,Prod006,54,123,6642,1793.34,0.27,SM002,Mark008,1189833
13,2020-01-25,2020,1,5,Saturday,4412,2020-01-25,Prod006,78,95,7410,2519.4,0.34,SM003,Mark008,1189833
13,2020-01-25,2020,1,5,Saturday,524,2020-01-25,Prod006,80,350,280000,56000,0.2,SM002,Mark008,1189833
14,2020-01-26,2020,1,6,Sunday,8229,2020-01-26,Prod001,43,171,7353,3529.44,0.48,SM002,Mark008,1189833
14,2020-01-26,2020,1,6,Sunday,4413,2020-01-26,Prod001,58,149,8642,5012.36,0.58,SM003,Mark008,1189833
14,2020-01-26,2020,1,6,Sunday,525,2020-01-26,Prod001,60,550,330000,148500,0.45,SM002,Mark008,1189833
14,2020-01-26,2020,1,6,Sunday,7790,2020-01-26,Prod002,35,315,11025,3969,0.36,SM002,Mark001,1185732
14,2020-01-26,2020,1,6,Sunday,3902,2020-01-26,Prod002,48,259,12432,5345.76,0.43,SM003,Mark001,1185732
14,2020-01-26,2020,1,6,Sunday,14,2020-01-26,Prod002,50,925,462500,138750,0.3,SM002,Mark001,1185732
15,2020-01-27,2020,1,0,Monday,8230,2020-01-27,Prod002,43,120,5160,1806.0,0.35,SM002,Mark008,1189833
15,2020-01-27,2020,1,0,Monday,4414,2020-01-27,Prod002,60,104,6240,2683.2,0.43,SM003,Mark008,1189833
15,2020-01-27,2020,1,0,Monday,526,2020-01-27,Prod002,65,400,260000,78000,0.3,SM002,Mark008,1189833
15,2020-01-27,2020,1,0,Monday,7791,2020-01-27,Prod003,27,314,8478,3475.98,0.41,SM002,Mark001,1185732
15,2020-01-27,2020,1,0,Monday,3903,2020-01-27,Prod003,39,247,9633,4720.17,0.49,SM003,Mark001,1185732
15,2020-01-27,2020,1,0,Monday,15,2020-01-27,Prod003,40,950,380000,133000,0.35,SM002,Mark001,1185732
16,2020-01-28,2020,1,1,Tuesday,8231,2020-01-28,Prod003,49,132,6468,3039.96,0.47,SM002,Mark008,1189833
16,2020-01-28,2020,1,1,Tuesday,4415,2020-01-28,Prod003,63,116,7308,4165.56,0.57,SM003,Mark008,1189833
16,2020-01-28,2020,1,1,Tuesday,527,2020-01-28,Prod003,65,400,260000,117000,0.45,SM002,Mark008,1189833
16,2020-01-28,2020,1,1,Tuesday,7792,2020-01-28,Prod004,31,240,7440,2976.0,0.4,SM002,Mark001,1185732
16,2020-01-28,2020,1,1,Tuesday,3904,2020-01-28,Prod004,43,216,9288,4644,0.5,SM003,Mark001,1185732
16,2020-01-28,2020,1,1,Tuesday,16,2020-01-28,Prod004,45,800,360000,126000.0,0.35,SM002,Mark001,1185732
17,2020-01-29,2020,1,2,Wednesday,8232,2020-01-29,Prod004,47,105,4935,2270.1,0.46,SM002,Mark008,1189833
17,2020-01-29,2020,1,2,Wednesday,4416,2020-01-29,Prod004,57,90,5130,2565,0.5,SM003,Mark008,1189833
17,2020-01-29,2020,1,2,Wednesday,528,2020-01-29,Prod004,60,300,180000,72000,0.4,SM002,Mark008,1189833
17,2020-01-29,2020,1,2,Wednesday,7793,2020-01-29,Prod005,43,289,12427,3976.64,0.32,SM002,Mark001,1185732
17,2020-01-29,2020,1,2,Wednesday,3905,2020-01-29,Prod005,59,230,13570,5699.4,0.42,SM003,Mark001,1185732
17,2020-01-29,2020,1,2,Wednesday,17,2020-01-29,Prod005,60,850,510000,153000,0.3,SM002,Mark001,1185732
18,2020-01-30,2020,1,3,Thursday,8233,2020-01-30,Prod005,43,66,2838,1873.08,0.66,SM002,Mark008,1189833
18,2020-01-30,2020,1,3,Thursday,4417,2020-01-30,Prod005,60,60,3600,2520.0,0.7,SM003,Mark008,1189833
18,2020-01-30,2020,1,3,Thursday,529,2020-01-30,Prod005,65,200,130000,78000.0,0.6,SM002,Mark008,1189833
18,2020-01-30,2020,1,3,Thursday,7794,2020-01-30,Prod006,36,323,11628,3139.56,0.27,SM002,Mark001,1185732
18,2020-01-30,2020,1,3,Thursday,3906,2020-01-30,Prod006,45,238,10710,3748.5,0.35,SM003,Mark001,1185732
18,2020-01-30,2020,1,3,Thursday,18,2020-01-30,Prod006,50,950,475000,118750,0.25,SM002,Mark001,1185732
19,2020-01-31,2020,1,4,Friday,7795,2020-01-31,Prod001,33,372,12276,6629.04,0.54,SM002,Mark001,1185732
19,2020-01-31,2020,1,4,Friday,3907,2020-01-31,Prod001,45,300,13500,8370,0.62,SM003,Mark001,1185732
19,2020-01-31,2020,1,4,Friday,19,2020-01-31,Prod001,50,1200,600000,300000,0.5,SM002,Mark001,1185732
19,2020-01-31,2020,1,4,Friday,8234,2020-01-31,Prod006,54,140,7560,2419.2,0.32,SM002,Mark008,1189833
19,2020-01-31,2020,1,4,Friday,4418,2020-01-31,Prod006,78,131,10218,3576.3,0.35,SM003,Mark008,1189833
19,2020-01-31,2020,1,4,Friday,530,2020-01-31,Prod006,80,450,360000,90000,0.25,SM002,Mark008,1189833
20,2020-02-01,2020,2,5,Saturday,8235,2020-02-01,Prod001,47,245,11515,5757.5,0.5,SM002,Mark008,1189833
20,2020-02-01,2020,2,5,Saturday,4419,2020-02-01,Prod001,56,189,10584,6032.88,0.57,SM003,Mark008,1189833
20,2020-02-01,2020,2,5,Saturday,531,2020-02-01,Prod001,60,700,420000,189000,0.45,SM002,Mark008,1189833
20,2020-02-01,2020,2,5,Saturday,7796,2020-02-01,Prod002,35,315,11025,3638.25,0.33,SM002,Mark001,1185732
20,2020-02-01,2020,2,5,Saturday,3908,2020-02-01,Prod002,47,234,10998,4509.18,0.41,SM003,Mark001,1185732
20,2020-02-01,2020,2,5,Saturday,20,2020-02-01,Prod002,50,900,450000,135000,0.3,SM002,Mark001,1185732
21,2020-02-02,2020,2,6,Sunday,8236,2020-02-02,Prod002,51,182,9282,3341.52,0.36,SM002,Mark008,1189833
21,2020-02-02,2020,2,6,Sunday,4420,2020-02-02,Prod002,62,165,10230,4194.3,0.41,SM003,Mark008,1189833
21,2020-02-02,2020,2,6,Sunday,532,2020-02-02,Prod002,65,550,357500,107250,0.3,SM002,Mark008,1189833
21,2020-02-02,2020,2,6,Sunday,7797,2020-02-02,Prod003,28,315,8820,3351.6,0.38,SM002,Mark001,1185732
21,2020-02-02,2020,2,6,Sunday,3909,2020-02-02,Prod003,39,252,9828,4914,0.5,SM003,Mark001,1185732
21,2020-02-02,2020,2,6,Sunday,21,2020-02-02,Prod003,40,900,360000,126000.0,0.35,SM002,Mark001,1185732
22,2020-02-03,2020,2,0,Monday,8237,2020-02-03,Prod003,46,176,8096,3886.08,0.48,SM002,Mark008,1189833
22,2020-02-03,2020,2,0,Monday,4421,2020-02-03,Prod003,62,165,10230,6035.7,0.59,SM003,Mark008,1189833
22,2020-02-03,2020,2,0,Monday,533,2020-02-03,Prod003,65,550,357500,160875,0.45,SM002,Mark008,1189833
22,2020-02-03,2020,2,0,Monday,7798,2020-02-03,Prod004,31,289,8959,3314.83,0.37,SM002,Mark001,1185732
22,2020-02-03,2020,2,0,Monday,3910,2020-02-03,Prod004,41,239,9799,4801.51,0.49,SM003,Mark001,1185732
22,2020-02-03,2020,2,0,Monday,22,2020-02-03,Prod004,45,825,371250,129937.5,0.35,SM002,Mark001,1185732
23,2020-02-04,2020,2,1,Tuesday,8238,2020-02-04,Prod004,47,145,6815,3066.75,0.45,SM002,Mark008,1189833
23,2020-02-04,2020,2,1,Tuesday,4422,2020-02-04,Prod004,58,111,6438,3283.38,0.51,SM003,Mark008,1189833
23,2020-02-04,2020,2,1,Tuesday,534,2020-02-04,Prod004,60,425,255000,102000.0,0.4,SM002,Mark008,1189833
23,2020-02-04,2020,2,1,Tuesday,7799,2020-02-04,Prod005,44,281,12364,4451.04,0.36,SM002,Mark001,1185732
23,2020-02-04,2020,2,1,Tuesday,3911,2020-02-04,Prod005,56,215,12040,5056.8,0.42,SM003,Mark001,1185732
23,2020-02-04,2020,2,1,Tuesday,23,2020-02-04,Prod005,60,825,495000,148500,0.3,SM002,Mark001,1185732
24,2020-02-05,2020,2,2,Wednesday,8239,2020-02-05,Prod005,47,105,4935,3207.75,0.65,SM002,Mark008,1189833
24,2020-02-05,2020,2,2,Wednesday,4423,2020-02-05,Prod005,59,81,4779,3536.46,0.74,SM003,Mark008,1189833
24,2020-02-05,2020,2,2,Wednesday,535,2020-02-05,Prod005,65,300,195000,117000.0,0.6,SM002,Mark008,1189833
24,2020-02-05,2020,2,2,Wednesday,7800,2020-02-05,Prod006,39,333,12987,3506.49,0.27,SM002,Mark001,1185732
24,2020-02-05,2020,2,2,Wednesday,3912,2020-02-05,Prod006,49,238,11662,4314.94,0.37,SM003,Mark001,1185732
24,2020-02-05,2020,2,2,Wednesday,24,2020-02-05,Prod006,50,950,475000,118750,0.25,SM002,Mark001,1185732
25,2020-02-06,2020,2,3,Thursday,7801,2020-02-06,Prod001,44,366,16104,8374.08,0.52,SM002,Mark001,1185732
25,2020-02-06,2020,2,3,Thursday,3913,2020-02-06,Prod001,54,317,17118,10955.52,0.64,SM003,Mark001,1185732
25,2020-02-06,2020,2,3,Thursday,25,2020-02-06,Prod001,60,1220,732000,366000,0.5,SM002,Mark001,1185732
25,2020-02-06,2020,2,3,Thursday,8240,2020-02-06,Prod006,57,192,10944,3064.32,0.28,SM002,Mark008,1189833
25,2020-02-06,2020,2,3,Thursday,4424,2020-02-06,Prod006,73,174,12702,5080.8,0.4,SM003,Mark008,1189833
25,2020-02-06,2020,2,3,Thursday,536,2020-02-06,Prod006,80,600,480000,120000,0.25,SM002,Mark008,1189833
26,2020-02-07,2020,2,4,Friday,8241,2020-02-07,Prod001,48,233,11184,4920.96,0.44,SM002,Mark008,1189833
26,2020-02-07,2020,2,4,Friday,4425,2020-02-07,Prod001,58,218,12644,6701.32,0.53,SM003,Mark008,1189833
26,2020-02-07,2020,2,4,Friday,537,2020-02-07,Prod001,60,750,450000,180000,0.4,SM002,Mark008,1189833
26,2020-02-07,2020,2,4,Friday,7802,2020-02-07,Prod002,37,296,10952,3833.2,0.35,SM002,Mark001,1185732
26,2020-02-07,2020,2,4,Friday,3914,2020-02-07,Prod002,50,259,12950,5180,0.4,SM003,Mark001,1185732
26,2020-02-07,2020,2,4,Friday,26,2020-02-07,Prod002,55.0,925,508750.0,152625,0.3,SM002,Mark001,1185732
27,2020-02-08,2020,2,5,Saturday,8242,2020-02-08,Prod002,46,204,9384,2533.68,0.27,SM002,Mark008,1189833
27,2020-02-08,2020,2,5,Saturday,4426,2020-02-08,Prod002,61,174,10614,3821.04,0.36,SM003,Mark008,1189833
27,2020-02-08,2020,2,5,Saturday,538,2020-02-08,Prod002,65,600,390000,97500,0.25,SM002,Mark008,1189833
27,2020-02-08,2020,2,5,Saturday,7803,2020-02-08,Prod003,36,288,10368,4354.56,0.42,SM002,Mark001,1185732
27,2020-02-08,2020,2,5,Saturday,3915,2020-02-08,Prod003,46,261,12006,5642.82,0.47,SM003,Mark001,1185732
27,2020-02-08,2020,2,5,Saturday,27,2020-02-08,Prod003,50,900,450000,157500,0.35,SM002,Mark001,1185732
28,2020-02-09,2020,2,6,Sunday,8243,2020-02-09,Prod003,47,171,8037,3616.65,0.45,SM002,Mark008,1189833
28,2020-02-09,2020,2,6,Sunday,4427,2020-02-09,Prod003,61,143,8723,4623.19,0.53,SM003,Mark008,1189833
28,2020-02-09,2020,2,6,Sunday,539,2020-02-09,Prod003,65,550,357500,143000,0.4,SM001,Mark008,1189833
28,2020-02-09,2020,2,6,Sunday,7804,2020-02-09,Prod004,33,289,9537,3814.8,0.4,SM002,Mark001,1185732
28,2020-02-09,2020,2,6,Sunday,3916,2020-02-09,Prod004,46,230,10580,5078.4,0.48,SM003,Mark001,1185732
28,2020-02-09,2020,2,6,Sunday,28,2020-02-09,Prod004,50,850,425000,148750,0.35,SM002,Mark001,1185732
29,2020-02-10,2020,2,0,Monday,8244,2020-02-10,Prod004,46,140,6440,2704.8,0.42,SM002,Mark008,1189833
29,2020-02-10,2020,2,0,Monday,4428,2020-02-10,Prod004,55,117,6435,3153.15,0.49,SM003,Mark008,1189833
29,2020-02-10,2020,2,0,Monday,540,2020-02-10,Prod004,60,450,270000,94500,0.35,SM001,Mark008,1189833
29,2020-02-10,2020,2,0,Monday,7805,2020-02-10,Prod005,47,280,13160,4606,0.35,SM002,Mark001,1185732
29,2020-02-10,2020,2,0,Monday,3917,2020-02-10,Prod005,59,245,14455,6504.75,0.45,SM003,Mark001,1185732
29,2020-02-10,2020,2,0,Monday,29,2020-02-10,Prod005,60,875,525000,157500,0.3,SM002,Mark001,1185732
30,2020-03-03,2020,3,1,Tuesday,8265,2020-03-03,Prod001,47,196,9212,3869.04,0.42,SM002,Mark008,1189833
30,2020-03-03,2020,3,1,Tuesday,4449,2020-03-03,Prod001,57,155,8835,4240.8,0.48,SM003,Mark008,1189833
30,2020-03-03,2020,3,1,Tuesday,561,2020-03-03,Prod001,60.0,575,345000.0,120750.0,0.35,SM001,Mark008,1189833
30,2020-03-03,2020,3,1,Tuesday,7806,2020-03-03,Prod006,44,320,14080,4083.2,0.29,SM002,Mark001,1185732
30,2020-03-03,2020,3,1,Tuesday,3918,2020-03-03,Prod006,59,290,17110,6159.6,0.36,SM003,Mark001,1185732
30,2020-03-03,2020,3,1,Tuesday,30,2020-03-03,Prod006,65,1000,650000,162500,0.25,SM002,Mark001,1185732
31,2020-03-04,2020,3,2,Wednesday,7807,2020-03-04,Prod001,47,400,18800,9776,0.52,SM002,Mark001,1185732
31,2020-03-04,2020,3,2,Wednesday,3919,2020-03-04,Prod001,55,313,17215,10501.15,0.61,SM003,Mark001,1185732
31,2020-03-04,2020,3,2,Wednesday,31,2020-03-04,Prod001,60,1250,750000,375000,0.5,SM002,Mark001,1185732
31,2020-03-04,2020,3,2,Wednesday,8266,2020-03-04,Prod002,52,201,10452,2613,0.25,SM002,Mark008,1189833
31,2020-03-04,2020,3,2,Wednesday,4450,2020-03-04,Prod002,64,150,9600,3264.0,0.34,SM003,Mark008,1189833
31,2020-03-04,2020,3,2,Wednesday,562,2020-03-04,Prod002,65.0,575,373750.0,74750.0,0.2,SM001,Mark008,1189833
32,2020-03-05,2020,3,3,Thursday,7808,2020-03-05,Prod002,41,340,13940,4739.6,0.34,SM002,Mark001,1185732
32,2020-03-05,2020,3,3,Thursday,3920,2020-03-05,Prod002,54,270,14580,5977.8,0.41,SM003,Mark001,1185732
32,2020-03-05,2020,3,3,Thursday,32,2020-03-05,Prod002,55.0,1000,550000.0,165000.0,0.3,SM002,Mark001,1185732
32,2020-03-05,2020,3,3,Thursday,8267,2020-03-05,Prod003,44,140,6160,2587.2,0.42,SM002,Mark008,1189833
32,2020-03-05,2020,3,3,Thursday,4451,2020-03-05,Prod003,55,106,5830,2681.8,0.46,SM003,Mark008,1189833
32,2020-03-05,2020,3,3,Thursday,563,2020-03-05,Prod003,60.0,425,255000.0,89250.0,0.35,SM001,Mark008,1189833
33,2020-03-06,2020,3,4,Friday,7809,2020-03-06,Prod003,37,296,10952,4490.32,0.41,SM002,Mark001,1185732
33,2020-03-06,2020,3,4,Friday,3921,2020-03-06,Prod003,46,278,12788,6138.24,0.48,SM003,Mark001,1185732
33,2020-03-06,2020,3,4,Friday,33,2020-03-06,Prod003,50,925,462500,161875,0.35,SM002,Mark001,1185732
33,2020-03-06,2020,3,4,Friday,8268,2020-03-06,Prod004,43,132,5676,1986.6,0.35,SM002,Mark008,1189833
33,2020-03-06,2020,3,4,Friday,4452,2020-03-06,Prod004,56,108,6048,2479.68,0.41,SM003,Mark008,1189833
33,2020-03-06,2020,3,4,Friday,564,2020-03-06,Prod004,60.0,400,240000.0,72000,0.3,SM001,Mark008,1189833
34,2020-03-07,2020,3,5,Saturday,7810,2020-03-07,Prod004,38,297,11286,4288.68,0.38,SM002,Mark001,1185732
34,2020-03-07,2020,3,5,Saturday,3922,2020-03-07,Prod004,47,261,12267,5520.15,0.45,SM003,Mark001,1185732
34,2020-03-07,2020,3,5,Saturday,34,2020-03-07,Prod004,50,900,450000,157500,0.35,SM002,Mark001,1185732
34,2020-03-07,2020,3,5,Saturday,8269,2020-03-07,Prod005,46,119,5474,2955.96,0.54,SM002,Mark008,1189833
34,2020-03-07,2020,3,5,Saturday,4453,2020-03-07,Prod005,64,88,5632,3604.48,0.64,SM003,Mark008,1189833
34,2020-03-07,2020,3,5,Saturday,565,2020-03-07,Prod005,70,350,245000,122500.0,0.5,SM001,Mark008,1189833
35,2020-03-08,2020,3,6,Sunday,7811,2020-03-08,Prod005,45,288,12960,4406.4,0.34,SM002,Mark001,1185732
35,2020-03-08,2020,3,6,Sunday,3923,2020-03-08,Prod005,55,252,13860,6237.0,0.45,SM003,Mark001,1185732
35,2020-03-08,2020,3,6,Sunday,35,2020-03-08,Prod005,60,900,540000,162000,0.3,SM002,Mark001,1185732
35,2020-03-08,2020,3,6,Sunday,8270,2020-03-08,Prod006,51,162,8262,1735.02,0.21,SM002,Mark008,1189833
35,2020-03-08,2020,3,6,Sunday,4454,2020-03-08,Prod006,68,133,9044,2351.44,0.26,SM003,Mark008,1189833
35,2020-03-08,2020,3,6,Sunday,566,2020-03-08,Prod006,75.0,475,356250.0,53437.5,0.15,SM001,Mark008,1189833
36,2020-03-09,2020,3,0,Monday,8271,2020-03-09,Prod001,47,216,10152,3756.24,0.37,SM002,Mark008,1189833
36,2020-03-09,2020,3,0,Monday,4455,2020-03-09,Prod001,58,196,11368,5342.96,0.47,SM003,Mark008,1189833
36,2020-03-09,2020,3,0,Monday,567,2020-03-09,Prod001,60.0,675,405000.0,141750.0,0.35,SM001,Mark008,1189833
36,2020-03-09,2020,3,0,Monday,7812,2020-03-09,Prod006,46,347,15962,5107.84,0.32,SM002,Mark001,1185732
36,2020-03-09,2020,3,0,Monday,3924,2020-03-09,Prod006,64,305,19520,7612.8,0.39,SM003,Mark001,1185732
